,state,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),PARTY,PRES PARTY,GENERAL %,GE WINNER INDICATOR,year,white,black,native,asian,hispanic,male,female,0,1-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
114,OR,S6OR00110,(I),Ron,Wyden,D,O,56.60%,W,2016,3200829,98399,56649,215017,522571,2027010,2066455,46900,188900,242871,241512,246356,267766,290171,284671,277479,254420,258826,256742,274613,273360,247233,168414,113167,74810,85254
115,OR,S4OR00172,,Mark,Callahan,R,O,33.35%,,2016,3200829,98399,56649,215017,522571,2027010,2066455,46900,188900,242871,241512,246356,267766,290171,284671,277479,254420,258826,256742,274613,273360,247233,168414,113167,74810,85254
116,OR,S6OR05168,,Shanti S.,Lewallen,WF,O,3.17%,,2016,3200829,98399,56649,215017,522571,2027010,2066455,46900,188900,242871,241512,246356,267766,290171,284671,277479,254420,258826,256742,274613,273360,247233,168414,113167,74810,85254
117,OR,S6OR05127,,Steven C.,Reynolds,IP,O,3.05%,,2016,3200829,98399,56649,215017,522571,2027010,2066455,46900,188900,242871,241512,246356,267766,290171,284671,277479,254420,258826,256742,274613,273360,247233,168414,113167,74810,85254
118,OR,S6OR05150,,Eric,Navickas,PRO,O,2.50%,,2016,3200829,98399,56649,215017,522571,2027010,2066455,46900,188900,242871,241512,246356,267766,290171,284671,277479,254420,258826,256742,274613,273360,247233,168414,113167,74810,85254
119,OR,S6OR05176,,Jim,Lindsay,LIB,O,1.23%,,2016,3200829,98399,56649,215017,522571,2027010,2066455,46900,188900,242871,241512,246356,267766,290171,284671,277479,254420,258826,256742,274613,273360,247233,168414,113167,74810,85254
120,PA,S4PA00121,(I),Pat,Toomey,R,O,48.72%,W,2016,9952153,1453073,22707,455480,900814,6261194,6523033,140495,571270,731623,754496,823097,841422,868634,809077,754790,726377,831844,903328,948975,855078,729263,507743,372603,279644,334468
121,PA,S6PA00266,,Katie,McGinty,D,O,47.29%,,2016,9952153,1453073,22707,455480,900814,6261194,6523033,140495,571270,731623,754496,823097,841422,868634,809077,754790,726377,831844,903328,948975,855078,729263,507743,372603,279644,334468
122,PA,S6PA00316,,"Edward T., III",Clifford,LIB,O,3.88%,,2016,9952153,1453073,22707,455480,900814,6261194,6523033,140495,571270,731623,754496,823097,841422,868634,809077,754790,726377,831844,903328,948975,855078,729263,507743,372603,279644,334468
123,SC,S4SC00240,(I),Tim,Scott,R,O,60.57%,W,2016,3209448,1370153,20129,86793,274596,2407934,2553185,58245,234889,309684,306759,319048,337532,343460,311571,303965,295445,316489,335598,339107,319095,300096,213190,141687,91111,84148
124,SC,S6SC04148,,Thomas,Dixon,D,O,36.93%,,2016,3209448,1370153,20129,86793,274596,2407934,2553185,58245,234889,309684,306759,319048,337532,343460,311571,303965,295445,316489,335598,339107,319095,300096,213190,141687,91111,84148
125,SC,S6SC04155,,Bill,Bledsoe,LIB,O,1.83%,,2016,3209448,1370153,20129,86793,274596,2407934,2553185,58245,234889,309684,306759,319048,337532,343460,311571,303965,295445,316489,335598,339107,319095,300096,213190,141687,91111,84148
126,SC,S6SC04171,,Rebel Michael,Scarborough,AM,O,0.58%,,2016,3209448,1370153,20129,86793,274596,2407934,2553185,58245,234889,309684,306759,319048,337532,343460,311571,303965,295445,316489,335598,339107,319095,300096,213190,141687,91111,84148
127,SD,S2SD00068,(I),John R.,Thune,R,O,71.83%,W,2016,722829,20282,76451,13723,32169,436272,429182,12217,49152,60477,57842,56838,61366,55852,56414,52857,45735,47699,54496,59850,55854,46846,30618,22243,17582,21516
128,SD,S6SD01091,,Jay,Williams,D,O,28.17%,,2016,722829,20282,76451,13723,32169,436272,429182,12217,49152,60477,57842,56838,61366,55852,56414,52857,45735,47699,54496,59850,55854,46846,30618,22243,17582,21516
129,UT,S0UT00165,(I),Mike,Lee,R,O,68.15%,W,2016,2441082,41955,33414,114326,420440,1535894,1515323,51162,202288,263134,257113,238378,252981,227834,221011,225430,185503,162476,151584,153997,137162,112923,78279,55118,38466,36378
130,UT,S6UT00246,,Misty K.,Snow,D,O,27.06%,,2016,2441082,41955,33414,114326,420440,1535894,1515323,51162,202288,263134,257113,238378,252981,227834,221011,225430,185503,162476,151584,153997,137162,112923,78279,55118,38466,36378
131,UT,S6UT00261,,Stoney,Fonua,IAP,O,2.45%,,2016,2441082,41955,33414,114326,420440,1535894,1515323,51162,202288,263134,257113,238378,252981,227834,221011,225430,185503,162476,151584,153997,137162,112923,78279,55118,38466,36378
132,UT,S2UT00187,,Bill,Barron,UN,O,2.35%,,2016,2441082,41955,33414,114326,420440,1535894,1515323,51162,202288,263134,257113,238378,252981,227834,221011,225430,185503,162476,151584,153997,137162,112923,78279,55118,38466,36378
133,VT,S4VT00017,(I),Patrick,Leahy,D,O,61.26%,W,2016,588695,9793,2722,11733,11651,308466,316128,6051,24590,31891,34026,42608,47105,36517,36192,35185,34319,40381,45906,50180,46711,40290,27386,18179,12794,14283
134,VT,S6VT00160,,Scott,Milne,R,O,33.03%,,2016,588695,9793,2722,11733,11651,308466,316128,6051,24590,31891,34026,42608,47105,36517,36192,35185,34319,40381,45906,50180,46711,40290,27386,18179,12794,14283
135,VT,S4VT00132,,Cris,Ericson,USM,O,2.92%,,2016,588695,9793,2722,11733,11651,308466,316128,6051,24590,31891,34026,42608,47105,36517,36192,35185,34319,40381,45906,50180,46711,40290,27386,18179,12794,14283
136,VT,S6VT00178,,Jerry,Trudell,IND,O,1.66%,,2016,588695,9793,2722,11733,11651,308466,316128,6051,24590,31891,34026,42608,47105,36517,36192,35185,34319,40381,45906,50180,46711,40290,27386,18179,12794,14283
137,VT,S6VT00152,,Pete,Diamondstone,LBU,O,1.03%,,2016,588695,9793,2722,11733,11651,308466,316128,6051,24590,31891,34026,42608,47105,36517,36192,35185,34319,40381,45906,50180,46711,40290,27386,18179,12794,14283
138,WA,S2WA00189,(I),Patty,Murray,D,O,59.01%,W,2016,5211799,340969,111841,716391,907000,3641400,3646600,91223,364116,459773,443761,443583,488236,551565,529507,493535,447958,471380,476530,491524,454246,390413,266094,175059,117008,132489
139,WA,S6WA00321,,Chris,Vance,R,O,40.99%,,2016,5211799,340969,111841,716391,907000,3641400,3646600,91223,364116,459773,443761,443583,488236,551565,529507,493535,447958,471380,476530,491524,454246,390413,266094,175059,117008,132489
140,WA,S6WA00339,,Alex,Tsimerman,SUA,O,0.00%,,2016,5211799,340969,111841,716391,907000,3641400,3646600,91223,364116,459773,443761,443583,488236,551565,529507,493535,447958,471380,476530,491524,454246,390413,266094,175059,117008,132489
141,WA,S6WA00453,,Jeremy,Teuton,SRP,O,0.00%,,2016,5211799,340969,111841,716391,907000,3641400,3646600,91223,364116,459773,443761,443583,488236,551565,529507,493535,447958,471380,476530,491524,454246,390413,266094,175059,117008,132489
142,WA,S6WA00446,,Mike,Luke,LIB,O,0.00%,,2016,5211799,340969,111841,716391,907000,3641400,3646600,91223,364116,459773,443761,443583,488236,551565,529507,493535,447958,471380,476530,491524,454246,390413,266094,175059,117008,132489
143,WA,S6WA00438,,Dr. Pano,Churchill,LCP,O,0.00%,,2016,5211799,340969,111841,716391,907000,3641400,3646600,91223,364116,459773,443761,443583,488236,551565,529507,493535,447958,471380,476530,491524,454246,390413,266094,175059,117008,132489
144,WA,S4WA00524,,Ted,Cummings,IP,O,0.00%,,2016,5211799,340969,111841,716391,907000,3641400,3646600,91223,364116,459773,443761,443583,488236,551565,529507,493535,447958,471380,476530,491524,454246,390413,266094,175059,117008,132489
145,WA,S6WA00404,,Sam,Wright,HRP,O,0.00%,,2016,5211799,340969,111841,716391,907000,3641400,3646600,91223,364116,459773,443761,443583,488236,551565,529507,493535,447958,471380,476530,491524,454246,390413,266094,175059,117008,132489
146,WA,S6WA00396,,Donna Rae,Lands,CRV,O,0.00%,,2016,5211799,340969,111841,716391,907000,3641400,3646600,91223,364116,459773,443761,443583,488236,551565,529507,493535,447958,471380,476530,491524,454246,390413,266094,175059,117008,132489
147,WI,S0WI00197,(I),Ron,Johnson,R,O,50.17%,W,2016,4767408,395765,56822,171047,387666,2873426,2905282,65980,270926,357244,367371,381178,406855,357753,369966,358121,328639,368165,411824,427947,378321,315707,214964,155236,113227,129284
148,WI,S8WI00026,,Russ,Feingold,D,O,46.81%,,2016,4767408,395765,56822,171047,387666,2873426,2905282,65980,270926,357244,367371,381178,406855,357753,369966,358121,328639,368165,411824,427947,378321,315707,214964,155236,113227,129284
149,WI,S6WI00152,,Phillip N.,Anderson,LIB,O,2.97%,,2016,4767408,395765,56822,171047,387666,2873426,2905282,65980,270926,357244,367371,381178,406855,357753,369966,358121,328639,368165,411824,427947,378321,315707,214964,155236,113227,129284
150,AK,S4AK00214,,Dan,Sullivan,R,D,47.96%,W,2014,480278,31631,118692,56617,49487,385536,351169,11233,43648,52023,50107,48954,60179,60863,55778,45889,45397,46032,53150,51615,42472,28952,17615,10294,6568,5936
151,AK,S8AK00090,(I),Mark,Begich,D,D,45.83%,,2014,480278,31631,118692,56617,49487,385536,351169,11233,43648,52023,50107,48954,60179,60863,55778,45889,45397,46032,53150,51615,42472,28952,17615,10294,6568,5936
152,AK,S4AK00230,,Mark S.,Fish,LIB,D,3.72%,,2014,480278,31631,118692,56617,49487,385536,351169,11233,43648,52023,50107,48954,60179,60863,55778,45889,45397,46032,53150,51615,42472,28952,17615,10294,6568,5936
153,AK,S4AK00115,,Ted,Gianoutsos,NAF,D,2.00%,,2014,480278,31631,118692,56617,49487,385536,351169,11233,43648,52023,50107,48954,60179,60863,55778,45889,45397,46032,53150,51615,42472,28952,17615,10294,6568,5936
154,AK,S4AK00271,,Vic,Kohring,AKI,D,0.00%,,2014,480278,31631,118692,56617,49487,385536,351169,11233,43648,52023,50107,48954,60179,60863,55778,45889,45397,46032,53150,51615,42472,28952,17615,10294,6568,5936
155,AL,S6AL00195,(I),Jeff,Sessions,R,D,97.25%,W,2014,3249567,1299293,29288,69681,195385,2348033,2495181,58615,234839,306038,313669,317723,352504,316871,308608,293141,311974,311893,344696,334878,294125,250657,184486,133599,91073,83825
156,AR,S4AR00103,,Tom,Cotton,R,D,56.50%,W,2014,2211370,470966,24003,52891,207682,1457154,1509758,37935,153098,199150,197941,197015,211135,192782,193098,180121,184169,182388,202995,194428,174617,153261,116840,83122,57554,55263
157,AR,S0AR00028,(I),Mark,Pryor,D,D,39.43%,,2014,2211370,470966,24003,52891,207682,1457154,1509758,37935,153098,199150,197941,197015,211135,192782,193098,180121,184169,182388,202995,194428,174617,153261,116840,83122,57554,55263
158,AR,S4AR00129,,Nathan,LaFrance,LIB,D,2.03%,,2014,2211370,470966,24003,52891,207682,1457154,1509758,37935,153098,199150,197941,197015,211135,192782,193098,180121,184169,182388,202995,194428,174617,153261,116840,83122,57554,55263
159,AR,S4AR00111,,Mark H.,Swaney,GRE,D,1.98%,,2014,2211370,470966,24003,52891,207682,1457154,1509758,37935,153098,199150,197941,197015,211135,192782,193098,180121,184169,182388,202995,194428,174617,153261,116840,83122,57554,55263
160,AR,S4AR00137,,Scott,Pfleegor,W,D,0.06%,,2014,2211370,470966,24003,52891,207682,1457154,1509758,37935,153098,199150,197941,197015,211135,192782,193098,180121,184169,182388,202995,194428,174617,153261,116840,83122,57554,55263
161,CO,S4CO00395,,Cory,Gardner,R,D,48.20%,W,2014,3758258,239348,40321,182009,1129712,2684726,2664922,65842,268816,355046,353653,343180,381293,396547,396234,360742,361946,343550,372272,358869,312388,246213,163490,110088,78054,81425
162,CO,S8CO00172,(I),Mark,Udall,D,D,46.26%,,2014,3758258,239348,40321,182009,1129712,2684726,2664922,65842,268816,355046,353653,343180,381293,396547,396234,360742,361946,343550,372272,358869,312388,246213,163490,110088,78054,81425
163,CO,S4CO00403,,Gaylon,Kent,LIB,D,2.59%,,2014,3758258,239348,40321,182009,1129712,2684726,2664922,65842,268816,355046,353653,343180,381293,396547,396234,360742,361946,343550,372272,358869,312388,246213,163490,110088,78054,81425
164,CO,S4CO00387,,Steve,Shogan,UN,D,1.44%,,2014,3758258,239348,40321,182009,1129712,2684726,2664922,65842,268816,355046,353653,343180,381293,396547,396234,360742,361946,343550,372272,358869,312388,246213,163490,110088,78054,81425
165,CO,S4CO00411,,Bill,Hammons,UPC,D,0.31%,,2014,3758258,239348,40321,182009,1129712,2684726,2664922,65842,268816,355046,353653,343180,381293,396547,396234,360742,361946,343550,372272,358869,312388,246213,163490,110088,78054,81425
166,CO,S4CO00429,,,Willoughby,W,D,0.00%,,2014,3758258,239348,40321,182009,1129712,2684726,2664922,65842,268816,355046,353653,343180,381293,396547,396234,360742,361946,343550,372272,358869,312388,246213,163490,110088,78054,81425
167,DE,S0DE00092,(I),Christopher A.,Coons,D,D,55.83%,W,2014,604452,207691,3396,36853,82556,452614,482334,10926,44722,56556,57227,59916,63783,64967,58970,53473,56864,61673,67987,65663,58243,52387,38572,26489,18588,17942
168,DE,S2DE00064,,Kevin,Wade,R,D,42.23%,,2014,604452,207691,3396,36853,82556,452614,482334,10926,44722,56556,57227,59916,63783,64967,58970,53473,56864,61673,67987,65663,58243,52387,38572,26489,18588,17942
169,DE,S2DE00098,,Andrew,Groff,GRE,D,1.95%,,2014,604452,207691,3396,36853,82556,452614,482334,10926,44722,56556,57227,59916,63783,64967,58970,53473,56864,61673,67987,65663,58243,52387,38572,26489,18588,17942
170,GA,S4GA11285,,David Alfred,Perdue,R,D,52.89%,W,2014,5559573,3174256,26086,403317,923999,4918417,5168814,129169,530661,703319,709868,696254,735827,693276,687049,661216,708799,692915,707341,639082,541756,453211,315828,211235,139736,130689
171,GA,S4GA11277,,Mary Michelle,Nunn,D,D,45.21%,,2014,5559573,3174256,26086,403317,923999,4918417,5168814,129169,530661,703319,709868,696254,735827,693276,687049,661216,708799,692915,707341,639082,541756,453211,315828,211235,139736,130689
172,GA,S4GA11327,,Amanda C.,Swafford,LIB,D,1.90%,,2014,5559573,3174256,26086,403317,923999,4918417,5168814,129169,530661,703319,709868,696254,735827,693276,687049,661216,708799,692915,707341,639082,541756,453211,315828,211235,139736,130689
173,GA,S4GA11335,,Anantha Reddy,Muscu,W,D,0.00%,,2014,5559573,3174256,26086,403317,923999,4918417,5168814,129169,530661,703319,709868,696254,735827,693276,687049,661216,708799,692915,707341,639082,541756,453211,315828,211235,139736,130689
174,HI,S4HI00136,(I),Brian,Schatz,D,D,69.77%,W,2014,307713,35251,3604,932744,137037,711442,704907,18634,73536,86393,82224,79631,102099,103714,100221,88438,87595,87843,94558,94954,89030,74792,51562,35143,28876,37106
175,HI,S4HI00102,,Cam,Cavasso,R,D,27.70%,,2014,307713,35251,3604,932744,137037,711442,704907,18634,73536,86393,82224,79631,102099,103714,100221,88438,87595,87843,94558,94954,89030,74792,51562,35143,28876,37106
176,HI,S4HI00169,,Michael,Kokoski,LIB,D,2.53%,,2014,307713,35251,3604,932744,137037,711442,704907,18634,73536,86393,82224,79631,102099,103714,100221,88438,87595,87843,94558,94954,89030,74792,51562,35143,28876,37106
177,HI,S4HI00151,,Joy,Allison,N,D,0.00%,,2014,307713,35251,3604,932744,137037,711442,704907,18634,73536,86393,82224,79631,102099,103714,100221,88438,87595,87843,94558,94954,89030,74792,51562,35143,28876,37106
178,IA,S4IA00129,,Joni,Ernst,R,D,52.10%,W,2014,2729843,119599,10178,75651,172759,1543945,1564085,39701,157469,205478,202946,213642,232423,191103,200842,182609,180024,187887,217465,215183,190714,149850,110262,85963,66191,78278
179,IA,S4IA00087,,Bruce,Braley,D,D,43.76%,,2014,2729843,119599,10178,75651,172759,1543945,1564085,39701,157469,205478,202946,213642,232423,191103,200842,182609,180024,187887,217465,215183,190714,149850,110262,85963,66191,78278
180,IA,S4IA00194,,Rick,Stewart,IND,D,2.37%,,2014,2729843,119599,10178,75651,172759,1543945,1564085,39701,157469,205478,202946,213642,232423,191103,200842,182609,180024,187887,217465,215183,190714,149850,110262,85963,66191,78278
181,IA,S4IA00186,,Douglas,Butzier,LIB,D,0.73%,,2014,2729843,119599,10178,75651,172759,1543945,1564085,39701,157469,205478,202946,213642,232423,191103,200842,182609,180024,187887,217465,215183,190714,149850,110262,85963,66191,78278
182,IA,S4IA00202,,Bob,Quast,BQT,D,0.52%,,2014,2729843,119599,10178,75651,172759,1543945,1564085,39701,157469,205478,202946,213642,232423,191103,200842,182609,180024,187887,217465,215183,190714,149850,110262,85963,66191,78278
183,IA,S4IA00210,,Ruth,Smith,NNE,D,0.42%,,2014,2729843,119599,10178,75651,172759,1543945,1564085,39701,157469,205478,202946,213642,232423,191103,200842,182609,180024,187887,217465,215183,190714,149850,110262,85963,66191,78278
184,ID,S8ID00092,(I),Jim,Risch,R,D,65.33%,W,2014,1375095,15048,20894,27021,195474,818492,815040,22359,91440,123660,122219,115349,112139,107368,108068,102126,97352,94373,104441,104067,95229,80098,58700,39949,27350,27245
185,ID,S4ID00075,,Nels,Mitchell,D,D,34.67%,,2014,1375095,15048,20894,27021,195474,818492,815040,22359,91440,123660,122219,115349,112139,107368,108068,102126,97352,94373,104441,104067,95229,80098,58700,39949,27350,27245
186,IL,S6IL00151,(I),Richard J.,Durbin,D,D,53.55%,W,2014,8120092,1887909,25720,696199,2137624,6318708,6548836,155757,634481,829645,852480,859147,908785,891192,894218,830452,843342,848317,917379,877133,738474,581152,420278,304825,225041,255446
187,IL,S2IL00119,,"James D. ""Jim""",Oberweis,R,D,42.69%,,2014,8120092,1887909,25720,696199,2137624,6318708,6548836,155757,634481,829645,852480,859147,908785,891192,894218,830452,843342,848317,917379,877133,738474,581152,420278,304825,225041,255446
188,IL,S4IL00479,,Sharon,Hansen,LIB,D,3.76%,,2014,8120092,1887909,25720,696199,2137624,6318708,6548836,155757,634481,829645,852480,859147,908785,891192,894218,830452,843342,848317,917379,877133,738474,581152,420278,304825,225041,255446
189,IL,n/a,,Roger K.,Davis,W,D,0.00%,,2014,8120092,1887909,25720,696199,2137624,6318708,6548836,155757,634481,829645,852480,859147,908785,891192,894218,830452,843342,848317,917379,877133,738474,581152,420278,304825,225041,255446
190,KS,S6KS00080,(I),Pat,Roberts,R ,D,53.15%,W,2014,2265036,191032,28622,86601,328069,1443022,1456338,38973,159863,203617,200664,199850,218852,189826,195894,174244,170223,170785,198529,194743,168216,131600,94180,70466,55321,63514
191,KS,S8KS00227,,Greg,Orman,IND,D,42.53%,,2014,2265036,191032,28622,86601,328069,1443022,1456338,38973,159863,203617,200664,199850,218852,189826,195894,174244,170223,170785,198529,194743,168216,131600,94180,70466,55321,63514
192,KS,S4KS00143,,Randall,Batson,LIB,D,4.33%,,2014,2265036,191032,28622,86601,328069,1443022,1456338,38973,159863,203617,200664,199850,218852,189826,195894,174244,170223,170785,198529,194743,168216,131600,94180,70466,55321,63514
193,KS,S4KS00135,,Chad,Taylor,D,D,0.00%,,2014,2265036,191032,28622,86601,328069,1443022,1456338,38973,159863,203617,200664,199850,218852,189826,195894,174244,170223,170785,198529,194743,168216,131600,94180,70466,55321,63514
194,KY,S2KY00012,(I),Mitch,McConnell,R,D,56.19%,W,2014,3812921,376395,9755,65776,148210,2173877,2239180,55076,220953,282818,284136,284753,316517,281227,285177,274756,285936,291120,319040,307104,269907,224353,161130,114264,78583,76207
